codec,k,n,trace,assemblies,seed,schedule,gap_ms,arrivals,rank,valid,matrix_ms,encode_ms,root_ms,proof_ms,elimination_ms,backsub_ms,reencode_root_ms,elimination_before_last_ms,tail_ms,completion_ms,array_storage_bound_bytes,process_peak_rss_kib,warmup
rlnc16,32,40,systematic,1,102,online_eager,1,32,32,1,0.002204,4.12133,1.24423,1.21946,0.024715,3e-05,5.67469,0.023913,5.71475,36.7148,11538944,24016,0
rlnc16,32,40,systematic,1,103,batch,0,32,32,1,0.002154,4.06584,1.27807,1.27929,0.022463,0.000801,5.87257,0,7.17512,7.17512,11538944,24016,0
rlnc16,32,40,systematic,1,103,batch,0.1,32,32,1,0.002154,4.06584,1.27807,1.27929,0.022463,0.000801,5.87257,0,5.93474,9.03474,11538944,24016,0
rlnc16,32,40,systematic,1,103,batch,1,32,32,1,0.002154,4.06584,1.27807,1.27929,0.022463,0.000801,5.87257,0,5.93474,36.9347,11538944,24016,0
rlnc16,32,40,systematic,1,103,online,0,32,32,1,0.002154,4.06584,1.27807,1.27929,0.022463,0.000801,5.87257,0,7.17512,7.17512,11538944,24016,0
rlnc16,32,40,systematic,1,103,online,0.1,32,32,1,0.002154,4.06584,1.27807,1.27929,0.022463,0.000801,5.87257,0.021821,5.91292,9.01292,11538944,24016,0
rlnc16,32,40,systematic,1,103,online,1,32,32,1,0.002154,4.06584,1.27807,1.27929,0.022463,0.000801,5.87257,0.021821,5.91292,36.9129,11538944,24016,0
rlnc16,32,40,systematic,1,103,online_eager,0,32,32,1,0.002154,4.06584,1.27807,1.30905,0.024643,3.1e-05,5.62266,0,6.95638,6.95638,11538944,24016,0
rlnc16,32,40,systematic,1,103,online_eager,0.1,32,32,1,0.002154,4.06584,1.27807,1.30905,0.024643,3.1e-05,5.62266,0.023832,5.66386,8.76386,11538944,24016,0
rlnc16,32,40,systematic,1,103,online_eager,1,32,32,1,0.002154,4.06584,1.27807,1.30905,0.024643,3.1e-05,5.62266,0.023832,5.66386,36.6639,11538944,24016,0
rs16,32,40,random,1,100,batch,0,32,32,1,0.179707,5.36956,1.84927,1.37942,2.19471,3.94259,5.84814,0,13.3649,13.3649,11538944,24016,1
rs16,32,40,random,1,100,batch,0.1,32,32,1,0.179707,5.36956,1.84927,1.37942,2.19471,3.94259,5.84814,0,12.0301,15.1301,11538944,24016,1
rs16,32,40,random,1,100,batch,1,32,32,1,0.179707,5.36956,1.84927,1.37942,2.19471,3.94259,5.84814,0,12.0301,43.0301,11538944,24016,1
rs16,32,40,random,1,100,online,0,32,32,1,0.179707,5.36956,1.84927,1.37942,2.19471,3.94259,5.84814,0,13.3649,13.3649,11538944,24016,1
rs16,32,40,random,1,100,online,0.1,32,32,1,0.179707,5.36956,1.84927,1.37942,2.19471,3.94259,5.84814,1.1248,10.9972,14.0972,11538944,24016,1
rs16,32,40,random,1,100,online,1,32,32,1,0.179707,5.36956,1.84927,1.37942,2.19471,3.94259,5.84814,1.73115,10.299,41.299,11538944,24016,1
rs16,32,40,random,1,100,online_eager,0,32,32,1,0.179707,5.36956,1.84927,1.28791,3.20878,4e-05,5.63927,0,10.136,10.136,11538944,24016,1
rs16,32,40,random,1,100,online_eager,0.1,32,32,1,0.179707,5.36956,1.84927,1.28791,3.20878,4e-05,5.63927,1.86744,7.3483,10.4483,11538944,24016,1
rs16,32,40,random,1,100,online_eager,1,32,32,1,0.179707,5.36956,1.84927,1.28791,3.20878,4e-05,5.63927,2.63543,6.25748,37.2575,11538944,24016,1
rs16,32,40,random,1,101,batch,0,32,32,1,0.039384,4.11561,1.26331,1.2784,1.09878,4.03773,5.824,0,12.2389,12.2389,11538944,24016,0
rs16,32,40,random,1,101,batch,0.1,32,32,1,0.039384,4.11561,1.26331,1.2784,1.09878,4.03773,5.824,0,10.9996,14.0996,11538944,24016,0
rs16,32,40,random,1,101,batch,1,32,32,1,0.039384,4.11561,1.26331,1.2784,1.09878,4.03773,5.824,0,10.9996,41.9996,11538944,24016,0
rs16,32,40,random,1,101,online,0,32,32,1,0.039384,4.11561,1.26331,1.2784,1.09878,4.03773,5.824,0,12.2389,12.2389,11538944,24016,0
rs16,32,40,random,1,101,online,0.1,32,32,1,0.039384,4.11561,1.26331,1.2784,1.09878,4.03773,5.824,0.742226,10.3005,13.4005,11538944,24016,0
rs16,32,40,random,1,101,online,1,32,32,1,0.039384,4.11561,1.26331,1.2784,1.09878,4.03773,5.824,0.745587,10.2541,41.2541,11538944,24016,0
rs16,32,40,random,1,101,online_eager,0,32,32,1,0.039384,4.11561,1.26331,1.38695,2.66556,4e-05,5.65275,0,9.70529,9.70529,11538944,24016,0
rs16,32,40,random,1,101,online_eager,0.1,32,32,1,0.039384,4.11561,1.26331,1.38695,2.66556,4e-05,5.65275,1.78597,6.95535,10.0554,11538944,24016,0
rs16,32,40,random,1,101,online_eager,1,32,32,1,0.039384,4.11561,1.26331,1.38695,2.66556,4e-05,5.65275,2.56778,5.79089,36.7909,11538944,24016,0
rs16,32,40,random,1,102,batch,0,32,32,1,0.039023,4.06384,1.25244,1.32566,2.49286,4.72657,5.9374,0,14.4825,14.4825,11538944,24016,0
rs16,32,40,random,1,102,batch,0.1,32,32,1,0.039023,4.06384,1.25244,1.32566,2.49286,4.72657,5.9374,0,13.1998,16.2998,11538944,24016,0
rs16,32,40,random,1,102,batch,1,32,32,1,0.039023,4.06384,1.25244,1.32566,2.49286,4.72657,5.9374,0,13.1998,44.1998,11538944,24016,0
rs16,32,40,random,1,102,online,0,32,32,1,0.039023,4.06384,1.25244,1.32566,2.49286,4.72657,5.9374,0,14.4825,14.4825,11538944,24016,0
rs16,32,40,random,1,102,online,0.1,32,32,1,0.039023,4.06384,1.25244,1.32566,2.49286,4.72657,5.9374,1.19641,12.1722,15.2722,11538944,24016,0
rs16,32,40,random,1,102,online,1,32,32,1,0.039023,4.06384,1.25244,1.32566,2.49286,4.72657,5.9374,2.21901,10.9807,41.9807,11538944,24016,0
rs16,32,40,random,1,102,online_eager,0,32,32,1,0.039023,4.06384,1.25244,1.43219,3.273,3e-05,5.67035,0,10.3756,10.3756,11538944,24016,0
rs16,32,40,random,1,102,online_eager,0.1,32,32,1,0.039023,4.06384,1.25244,1.43219,3.273,3e-05,5.67035,1.99351,7.46696,10.567,11538944,24016,0
rs16,32,40,random,1,102,online_eager,1,32,32,1,0.039023,4.06384,1.25244,1.43219,3.273,3e-05,5.67035,3.16129,5.82191,36.8219,11538944,24016,0
rs16,32,40,random,1,103,batch,0,32,32,1,0.049162,4.0622,1.25378,1.27266,1.87312,3.71519,5.89964,0,12.7606,12.7606,11538944,24016,0
rs16,32,40,random,1,103,batch,0.1,32,32,1,0.049162,4.0622,1.25378,1.27266,1.87312,3.71519,5.89964,0,11.5342,14.6342,11538944,24016,0
rs16,32,40,random,1,103,batch,1,32,32,1,0.049162,4.0622,1.25378,1.27266,1.87312,3.71519,5.89964,0,11.5342,42.5342,11538944,24016,0
rs16,32,40,random,1,103,online,0,32,32,1,0.049162,4.0622,1.25378,1.27266,1.87312,3.71519,5.89964,0,12.7606,12.7606,11538944,24016,0
rs16,32,40,random,1,103,online,0.1,32,32,1,0.049162,4.0622,1.25378,1.27266,1.87312,3.71519,5.89964,0.868006,10.7478,13.8478,11538944,24016,0
rs16,32,40,random,1,103,online,1,32,32,1,0.049162,4.0622,1.25378,1.27266,1.87312,3.71519,5.89964,1.41454,10.1196,41.1196,11538944,24016,0
rs16,32,40,random,1,103,online_eager,0,32,32,1,0.049162,4.0622,1.25378,1.41048,3.29428,3e-05,5.74563,0,10.4504,10.4504,11538944,24016,0
rs16,32,40,random,1,103,online_eager,0.1,32,32,1,0.049162,4.0622,1.25378,1.41048,3.29428,3e-05,5.74563,1.83934,7.49746,10.5975,11538944,24016,0
rs16,32,40,random,1,103,online_eager,1,32,32,1,0.049162,4.0622,1.25378,1.41048,3.29428,3e-05,5.74563,3.18097,5.90665,36.9067,11538944,24016,0
rlnc16,32,40,random,1,100,batch,0,32,32,1,0.002174,4.55501,1.90077,1.36341,2.19012,3.93498,5.89127,0,13.3798,13.3798,11538944,24016,1
rlnc16,32,40,random,1,100,batch,0.1,32,32,1,0.002174,4.55501,1.90077,1.36341,2.19012,3.93498,5.89127,0,12.0585,15.1585,11538944,24016,1
rlnc16,32,40,random,1,100,batch,1,32,32,1,0.002174,4.55501,1.90077,1.36341,2.19012,3.93498,5.89127,0,12.0585,43.0585,11538944,24016,1
rlnc16,32,40,random,1,100,online,0,32,32,1,0.002174,4.55501,1.90077,1.36341,2.19012,3.93498,5.89127,0,13.3798,13.3798,11538944,24016,1
rlnc16,32,40,random,1,100,online,0.1,32,32,1,0.002174,4.55501,1.90077,1.36341,2.19012,3.93498,5.89127,1.1243,11.0191,14.1191,11538944,24016,1
rlnc16,32,40,random,1,100,online,1,32,32,1,0.002174,4.55501,1.90077,1.36341,2.19012,3.93498,5.89127,1.72884,10.3297,41.3297,11538944,24016,1
rlnc16,32,40,random,1,100,online_eager,0,32,32,1,0.002174,4.55501,1.90077,1.30323,3.21889,3e-05,5.7523,0,10.2745,10.2745,11538944,24016,1
rlnc16,32,40,random,1,100,online_eager,0.1,32,32,1,0.002174,4.55501,1.90077,1.30323,3.21889,3e-05,5.7523,1.8563,7.483,10.583,11538944,24016,1
rlnc16,32,40,random,1,100,online_eager,1,32,32,1,0.002174,4.55501,1.90077,1.30323,3.21889,3e-05,5.7523,2.63436,6.37637,37.3764,11538944,24016,1
rlnc16,32,40,random,1,101,batch,0,32,32,1,0.002645,4.09661,1.24206,1.27498,1.1095,4.07729,5.8012,0,12.263,12.263,11538944,24016,0
rlnc16,32,40,random,1,101,batch,0.1,32,32,1,0.002645,4.09661,1.24206,1.27498,1.1095,4.07729,5.8012,0,11.0283,14.1283,11538944,24016,0
rlnc16,32,40,random,1,101,batch,1,32,32,1,0.002645,4.09661,1.24206,1.27498,1.1095,4.07729,5.8012,0,11.0283,42.0283,11538944,24016,0
rlnc16,32,40,random,1,101,online,0,32,32,1,0.002645,4.09661,1.24206,1.27498,1.1095,4.07729,5.8012,0,12.263,12.263,11538944,24016,0
rlnc16,32,40,random,1,101,online,0.1,32,32,1,0.002645,4.09661,1.24206,1.27498,1.1095,4.07729,5.8012,0.754054,10.3161,13.4161,11538944,24016,0
rlnc16,32,40,random,1,101,online,1,32,32,1,0.002645,4.09661,1.24206,1.27498,1.1095,4.07729,5.8012,0.754746,10.2736,41.2736,11538944,24016,0
rlnc16,32,40,random,1,101,online_eager,0,32,32,1,0.002645,4.09661,1.24206,1.29761,2.69786,3e-05,5.68598,0,9.68148,9.68148,11538944,24016,0
rlnc16,32,40,random,1,101,online_eager,0.1,32,32,1,0.002645,4.09661,1.24206,1.29761,2.69786,3e-05,5.68598,1.79902,6.95735,10.0574,11538944,24016,0
rlnc16,32,40,random,1,101,online_eager,1,32,32,1,0.002645,4.09661,1.24206,1.29761,2.69786,3e-05,5.68598,2.60086,5.82269,36.8227,11538944,24016,0
rlnc16,32,40,random,1,102,batch,0,32,32,1,0.002294,4.11867,1.25491,1.2713,2.5008,4.89996,5.92743,0,14.5995,14.5995,11538944,24016,0
rlnc16,32,40,random,1,102,batch,0.1,32,32,1,0.002294,4.11867,1.25491,1.2713,2.5008,4.89996,5.92743,0,13.3697,16.4697,11538944,24016,0
rlnc16,32,40,random,1,102,batch,1,32,32,1,0.002294,4.11867,1.25491,1.2713,2.5008,4.89996,5.92743,0,13.3697,44.3697,11538944,24016,0
rlnc16,32,40,random,1,102,online,0,32,32,1,0.002294,4.11867,1.25491,1.2713,2.5008,4.89996,5.92743,0,14.5995,14.5995,11538944,24016,0
rlnc16,32,40,random,1,102,online,0.1,32,32,1,0.002294,4.11867,1.25491,1.2713,2.5008,4.89996,5.92743,1.19532,12.3168,15.4168,11538944,24016,0
rlnc16,32,40,random,1,102,online,1,32,32,1,0.002294,4.11867,1.25491,1.2713,2.5008,4.89996,5.92743,2.22959,11.1401,42.1401,11538944,24016,0
rlnc16,32,40,random,1,102,online_eager,0,32,32,1,0.002294,4.11867,1.25491,1.32304,3.28456,4e-05,5.72461,0,10.3323,10.3323,11538944,24016,0
rlnc16,32,40,random,1,102,online_eager,0.1,32,32,1,0.002294,4.11867,1.25491,1.32304,3.28456,4e-05,5.72461,2.03256,7.44059,10.5406,11538944,24016,0
rlnc16,32,40,random,1,102,online_eager,1,32,32,1,0.002294,4.11867,1.25491,1.32304,3.28456,4e-05,5.72461,3.16876,5.88876,36.8888,11538944,24016,0
rlnc16,32,40,random,1,103,batch,0,32,32,1,0.001973,4.10294,1.2535,1.31905,1.87126,3.73406,5.9508,0,12.8752,12.8752,11538944,24016,0
rlnc16,32,40,random,1,103,batch,0.1,32,32,1,0.001973,4.10294,1.2535,1.31905,1.87126,3.73406,5.9508,0,11.5961,14.6961,11538944,24016,0
rlnc16,32,40,random,1,103,batch,1,32,32,1,0.001973,4.10294,1.2535,1.31905,1.87126,3.73406,5.9508,0,11.5961,42.5961,11538944,24016,0
rlnc16,32,40,random,1,103,online,0,32,32,1,0.001973,4.10294,1.2535,1.31905,1.87126,3.73406,5.9508,0,12.8752,12.8752,11538944,24016,0
rlnc16,32,40,random,1,103,online,0.1,32,32,1,0.001973,4.10294,1.2535,1.31905,1.87126,3.73406,5.9508,0.874049,10.8212,13.9212,11538944,24016,0
rlnc16,32,40,random,1,103,online,1,32,32,1,0.001973,4.10294,1.2535,1.31905,1.87126,3.73406,5.9508,1.43852,10.1576,41.1576,11538944,24016,0
rlnc16,32,40,random,1,103,online_eager,0,32,32,1,0.001973,4.10294,1.2535,1.43533,3.27511,3e-05,5.85369,0,10.5642,10.5642,11538944,24016,0
rlnc16,32,40,random,1,103,online_eager,0.1,32,32,1,0.001973,4.10294,1.2535,1.43533,3.27511,3e-05,5.85369,1.84121,7.59647,10.6965,11538944,24016,0
rlnc16,32,40,random,1,103,online_eager,1,32,32,1,0.001973,4.10294,1.2535,1.43533,3.27511,3e-05,5.85369,3.15905,6.01291,37.0129,11538944,24016,0
rs16,32,40,parity_first,1,100,batch,0,32,32,1,0.095138,4.42354,1.86239,1.32701,3.73368,7.87784,6.05881,0,18.9973,18.9973,11538944,24208,1
rs16,32,40,parity_first,1,100,batch,0.1,32,32,1,0.095138,4.42354,1.86239,1.32701,3.73368,7.87784,6.05881,0,17.7138,20.8138,11538944,24208,1
rs16,32,40,parity_first,1,100,batch,1,32,32,1,0.095138,4.42354,1.86239,1.32701,3.73368,7.87784,6.05881,0,17.7138,48.7138,11538944,24208,1
rs16,32,40,parity_first,1,100,online,0,32,32,1,0.095138,4.42354,1.86239,1.32701,3.73368,7.87784,6.05881,0,18.9973,18.9973,11538944,24208,1
rs16,32,40,parity_first,1,100,online,0.1,32,32,1,0.095138,4.42354,1.86239,1.32701,3.73368,7.87784,6.05881,2.1725,15.972,19.072,11538944,24208,1
rs16,32,40,parity_first,1,100,online,1,32,32,1,0.095138,4.42354,1.86239,1.32701,3.73368,7.87784,6.05881,3.60429,14.1095,45.1095,11538944,24208,1
rs16,32,40,parity_first,1,100,online_eager,0,32,32,1,0.095138,4.42354,1.86239,1.30867,4.47816,4e-05,5.65412,0,11.441,11.441,11538944,24208,1
rs16,32,40,parity_first,1,100,online_eager,0.1,32,32,1,0.095138,4.42354,1.86239,1.30867,4.47816,4e-05,5.65412,2.32319,8.40169,11.5017,11538944,24208,1
rs16,32,40,parity_first,1,100,online_eager,1,32,32,1,0.095138,4.42354,1.86239,1.30867,4.47816,4e-05,5.65412,4.33574,5.83551,36.8355,11538944,24208,1
rs16,32,40,parity_first,1,101,batch,0,32,32,1,0.047609,4.08696,1.28202,1.31853,3.83085,7.72805,6.09921,0,18.9766,18.9766,11538944,24208,0
rs16,32,40,parity_first,1,101,batch,0.1,32,32,1,0.047609,4.08696,1.28202,1.31853,3.83085,7.72805,6.09921,0,17.6996,20.7996,11538944,24208,0
rs16,32,40,parity_first,1,101,batch,1,32,32,1,0.047609,4.08696,1.28202,1.31853,3.83085,7.72805,6.09921,0,17.6996,48.6996,11538944,24208,0
rs16,32,40,parity_first,1,101,online,0,32,32,1,0.047609,4.08696,1.28202,1.31853,3.83085,7.72805,6.09921,0,18.9766,18.9766,11538944,24208,0
rs16,32,40,parity_first,1,101,online,0.1,32,32,1,0.047609,4.08696,1.28202,1.31853,3.83085,7.72805,6.09921,2.20661,15.965,19.065,11538944,24208,0
rs16,32,40,parity_first,1,101,online,1,32,32,1,0.047609,4.08696,1.28202,1.31853,3.83085,7.72805,6.09921,3.70044,13.9992,44.9992,11538944,24208,0
rs16,32,40,parity_first,1,101,online_eager,0,32,32,1,0.047609,4.08696,1.28202,1.36638,4.66168,4e-05,5.67136,0,11.6995,11.6995,11538944,24208,0
rs16,32,40,parity_first,1,101,online_eager,0.1,32,32,1,0.047609,4.08696,1.28202,1.36638,4.66168,4e-05,5.67136,2.34513,8.65822,11.7582,11538944,24208,0
rs16,32,40,parity_first,1,101,online_eager,1,32,32,1,0.047609,4.08696,1.28202,1.36638,4.66168,4e-05,5.67136,4.5191,5.85574,36.8557,11538944,24208,0
rs16,32,40,parity_first,1,102,batch,0,32,32,1,0.046237,4.28294,1.28274,1.31075,3.7432,7.84003,5.73995,0,18.6339,18.6339,11538944,24208,0
rs16,32,40,parity_first,1,102,batch,0.1,32,32,1,0.046237,4.28294,1.28274,1.31075,3.7432,7.84003,5.73995,0,17.3641,20.4641,11538944,24208,0
rs16,32,40,parity_first,1,102,batch,1,32,32,1,0.046237,4.28294,1.28274,1.31075,3.7432,7.84003,5.73995,0,17.3641,48.3641,11538944,24208,0
rs16,32,40,parity_first,1,102,online,0,32,32,1,0.046237,4.28294,1.28274,1.31075,3.7432,7.84003,5.73995,0,18.6339,18.6339,11538944,24208,0
rs16,32,40,parity_first,1,102,online,0.1,32,32,1,0.046237,4.28294,1.28274,1.31075,3.7432,7.84003,5.73995,2.16878,15.6165,18.7165,11538944,24208,0
rs16,32,40,parity_first,1,102,online,1,32,32,1,0.046237,4.28294,1.28274,1.31075,3.7432,7.84003,5.73995,3.6061,13.758,44.758,11538944,24208,0
rs16,32,40,parity_first,1,102,online_eager,0,32,32,1,0.046237,4.28294,1.28274,1.27876,4.49898,3e-05,6.18408,0,11.9619,11.9619,11538944,24208,0
rs16,32,40,parity_first,1,102,online_eager,0.1,32,32,1,0.046237,4.28294,1.28274,1.27876,4.49898,3e-05,6.18408,2.33237,8.92312,12.0231,11538944,24208,0
rs16,32,40,parity_first,1,102,online_eager,1,32,32,1,0.046237,4.28294,1.28274,1.27876,4.49898,3e-05,6.18408,4.35567,6.36667,37.3667,11538944,24208,0
rs16,32,40,parity_first,1,103,batch,0,32,32,1,0.209463,5.35217,1.32929,1.54693,4.27539,8.37403,5.97386,0,20.1702,20.1702,11538944,24208,0
rs16,32,40,parity_first,1,103,batch,0.1,32,32,1,0.209463,5.35217,1.32929,1.54693,4.27539,8.37403,5.97386,0,18.6672,21.7672,11538944,24208,0
rs16,32,40,parity_first,1,103,batch,1,32,32,1,0.209463,5.35217,1.32929,1.54693,4.27539,8.37403,5.97386,0,18.6672,49.6672,11538944,24208,0
rs16,32,40,parity_first,1,103,online,0,32,32,1,0.209463,5.35217,1.32929,1.54693,4.27539,8.37403,5.97386,0,20.1702,20.1702,11538944,24208,0
rs16,32,40,parity_first,1,103,online,0.1,32,32,1,0.209463,5.35217,1.32929,1.54693,4.27539,8.37403,5.97386,2.1712,17.1398,20.2398,11538944,24208,0
rs16,32,40,parity_first,1,103,online,1,32,32,1,0.209463,5.35217,1.32929,1.54693,4.27539,8.37403,5.97386,4.13097,14.5362,45.5362,11538944,24208,0
rs16,32,40,parity_first,1,103,online_eager,0,32,32,1,0.209463,5.35217,1.32929,1.33109,4.66288,4e-05,6.34642,0,12.3404,12.3404,11538944,24208,0
rs16,32,40,parity_first,1,103,online_eager,0.1,32,32,1,0.209463,5.35217,1.32929,1.33109,4.66288,4e-05,6.34642,2.34328,9.29987,12.3999,11538944,24208,0
rs16,32,40,parity_first,1,103,online_eager,1,32,32,1,0.209463,5.35217,1.32929,1.33109,4.66288,4e-05,6.34642,4.52183,6.53171,37.5317,11538944,24208,0
rlnc16,32,40,parity_first,1,100,batch,0,32,32,1,0.003035,4.98328,1.84764,1.3635,3.84238,8.08096,5.98752,0,19.2744,19.2744,11538944,24208,1
rlnc16,32,40,parity_first,1,100,batch,0.1,32,32,1,0.003035,4.98328,1.84764,1.3635,3.84238,8.08096,5.98752,0,17.9542,21.0542,11538944,24208,1
rlnc16,32,40,parity_first,1,100,batch,1,32,32,1,0.003035,4.98328,1.84764,1.3635,3.84238,8.08096,5.98752,0,17.9542,48.9542,11538944,24208,1
rlnc16,32,40,parity_first,1,100,online,0,32,32,1,0.003035,4.98328,1.84764,1.3635,3.84238,8.08096,5.98752,0,19.2744,19.2744,11538944,24208,1
rlnc16,32,40,parity_first,1,100,online,0.1,32,32,1,0.003035,4.98328,1.84764,1.3635,3.84238,8.08096,5.98752,2.19513,16.2398,19.3398,11538944,24208,1
rlnc16,32,40,parity_first,1,100,online,1,32,32,1,0.003035,4.98328,1.84764,1.3635,3.84238,8.08096,5.98752,3.71175,14.2425,45.2425,11538944,24208,1
rlnc16,32,40,parity_first,1,100,online_eager,0,32,32,1,0.003035,4.98328,1.84764,1.29126,4.57339,5e-05,6.95899,0,12.8237,12.8237,11538944,24208,1
rlnc16,32,40,parity_first,1,100,online_eager,0.1,32,32,1,0.003035,4.98328,1.84764,1.29126,4.57339,5e-05,6.95899,2.35887,9.7851,12.8851,11538944,24208,1
rlnc16,32,40,parity_first,1,100,online_eager,1,32,32,1,0.003035,4.98328,1.84764,1.29126,4.57339,5e-05,6.95899,4.43088,7.14016,38.1402,11538944,24208,1
rlnc16,32,40,parity_first,1,101,batch,0,32,32,1,0.003536,4.44803,1.27974,1.40386,4.20803,8.16455,5.9086,0,19.685,19.685,11538944,24208,0
rlnc16,32,40,parity_first,1,101,batch,0.1,32,32,1,0.003536,4.44803,1.27974,1.40386,4.20803,8.16455,5.9086,0,18.327,21.427,11538944,24208,0
rlnc16,32,40,parity_first,1,101,batch,1,32,32,1,0.003536,4.44803,1.27974,1.40386,4.20803,8.16455,5.9086,0,18.327,49.327,11538944,24208,0
rlnc16,32,40,parity_first,1,101,online,0,32,32,1,0.003536,4.44803,1.27974,1.40386,4.20803,8.16455,5.9086,0,19.685,19.685,11538944,24208,0
rlnc16,32,40,parity_first,1,101,online,0.1,32,32,1,0.003536,4.44803,1.27974,1.40386,4.20803,8.16455,5.9086,2.16608,16.6633,19.7633,11538944,24208,0
rlnc16,32,40,parity_first,1,101,online,1,32,32,1,0.003536,4.44803,1.27974,1.40386,4.20803,8.16455,5.9086,4.00201,14.325,45.325,11538944,24208,0
rlnc16,32,40,parity_first,1,101,online_eager,0,32,32,1,0.003536,4.44803,1.27974,1.48115,5.22344,3e-05,6.0174,0,12.722,12.722,11538944,24208,0
rlnc16,32,40,parity_first,1,101,online_eager,0.1,32,32,1,0.003536,4.44803,1.27974,1.48115,5.22344,3e-05,6.0174,2.43628,9.65436,12.7544,11538944,24208,0
rlnc16,32,40,parity_first,1,101,online_eager,1,32,32,1,0.003536,4.44803,1.27974,1.48115,5.22344,3e-05,6.0174,5.07744,6.2058,37.2058,11538944,24208,0
rlnc16,32,40,parity_first,1,102,batch,0,32,32,1,0.002555,4.53498,1.2942,1.41625,3.93046,9.03224,5.86961,0,20.2486,20.2486,11538944,24208,0
rlnc16,32,40,parity_first,1,102,batch,0.1,32,32,1,0.002555,4.53498,1.2942,1.41625,3.93046,9.03224,5.86961,0,18.8739,21.9739,11538944,24208,0
rlnc16,32,40,parity_first,1,102,batch,1,32,32,1,0.002555,4.53498,1.2942,1.41625,3.93046,9.03224,5.86961,0,18.8739,49.8739,11538944,24208,0
rlnc16,32,40,parity_first,1,102,online,0,32,32,1,0.002555,4.53498,1.2942,1.41625,3.93046,9.03224,5.86961,0,20.2486,20.2486,11538944,24208,0
rlnc16,32,40,parity_first,1,102,online,0.1,32,32,1,0.002555,4.53498,1.2942,1.41625,3.93046,9.03224,5.86961,2.20071,17.1757,20.2757,11538944,24208,0
rlnc16,32,40,parity_first,1,102,online,1,32,32,1,0.002555,4.53498,1.2942,1.41625,3.93046,9.03224,5.86961,3.79557,15.0783,46.0783,11538944,24208,0
rlnc16,32,40,parity_first,1,102,online_eager,0,32,32,1,0.002555,4.53498,1.2942,1.30121,4.58692,3e-05,5.97389,0,11.862,11.862,11538944,24208,0
rlnc16,32,40,parity_first,1,102,online_eager,0.1,32,32,1,0.002555,4.53498,1.2942,1.30121,4.58692,3e-05,5.97389,2.35927,8.82236,11.9224,11538944,24208,0
rlnc16,32,40,parity_first,1,102,online_eager,1,32,32,1,0.002555,4.53498,1.2942,1.30121,4.58692,3e-05,5.97389,4.44345,6.15772,37.1577,11538944,24208,0
rlnc16,32,40,parity_first,1,103,batch,0,32,32,1,0.002074,4.16133,1.25664,1.31791,3.83003,8.54049,5.96506,0,19.6535,19.6535,11538944,24208,0
rlnc16,32,40,parity_first,1,103,batch,0.1,32,32,1,0.002074,4.16133,1.25664,1.31791,3.83003,8.54049,5.96506,0,18.3754,21.4754,11538944,24208,0
rlnc16,32,40,parity_first,1,103,batch,1,32,32,1,0.002074,4.16133,1.25664,1.31791,3.83003,8.54049,5.96506,0,18.3754,49.3754,11538944,24208,0
rlnc16,32,40,parity_first,1,103,online,0,32,32,1,0.002074,4.16133,1.25664,1.31791,3.83003,8.54049,5.96506,0,19.6535,19.6535,11538944,24208,0
rlnc16,32,40,parity_first,1,103,online,0.1,32,32,1,0.002074,4.16133,1.25664,1.31791,3.83003,8.54049,5.96506,2.2007,16.6363,19.7363,11538944,24208,0
rlnc16,32,40,parity_first,1,103,online,1,32,32,1,0.002074,4.16133,1.25664,1.31791,3.83003,8.54049,5.96506,3.69072,14.6847,45.6847,11538944,24208,0
rlnc16,32,40,parity_first,1,103,online_eager,0,32,32,1,0.002074,4.16133,1.25664,1.32659,4.67979,4e-05,5.97411,0,11.9805,11.9805,11538944,24208,0
rlnc16,32,40,parity_first,1,103,online_eager,0.1,32,32,1,0.002074,4.16133,1.25664,1.32659,4.67979,4e-05,5.97411,2.34733,8.93426,12.0343,11538944,24208,0
rlnc16,32,40,parity_first,1,103,online_eager,1,32,32,1,0.002074,4.16133,1.25664,1.32659,4.67979,4e-05,5.97411,4.53126,6.16358,37.1636,11538944,24208,0
rs16,32,40,withheld,1,100,batch,0,32,32,1,0.168917,9.07161,3.72548,2.66328,1.32001,6.0198,5.85958,0,15.8627,15.8627,11538944,24208,1
rs16,32,40,withheld,1,100,batch,0.1,32,32,1,0.168917,9.07161,3.72548,2.66328,1.32001,6.0198,5.85958,0,13.2882,16.3882,11538944,24208,1
rs16,32,40,withheld,1,100,batch,1,32,32,1,0.168917,9.07161,3.72548,2.66328,1.32001,6.0198,5.85958,0,13.2882,44.2882,11538944,24208,1
rs16,32,40,withheld,1,100,online,0,32,32,1,0.168917,9.07161,3.72548,2.66328,1.32001,6.0198,5.85958,0,15.8627,15.8627,11538944,24208,1
rs16,32,40,withheld,1,100,online,0.1,32,32,1,0.168917,9.07161,3.72548,2.66328,1.32001,6.0198,5.85958,0.391031,13.1492,16.2492,11538944,24208,1
rs16,32,40,withheld,1,100,online,1,32,32,1,0.168917,9.07161,3.72548,2.66328,1.32001,6.0198,5.85958,1.0463,12.2419,43.2419,11538944,24208,1
rs16,32,40,withheld,1,100,online_eager,0,32,32,1,0.168917,9.07161,3.72548,1.46202,4.42155,3e-05,5.82544,0,11.709,11.709,11538944,24208,1
