codec,k,n,trace,assemblies,seed,schedule,gap_ms,arrivals,rank,valid,matrix_ms,encode_ms,root_ms,proof_ms,elimination_ms,backsub_ms,reencode_root_ms,elimination_before_last_ms,tail_ms,completion_ms,array_storage_bound_bytes,process_peak_rss_kib,warmup
rlnc16,128,160,random,1,101,batch,1,128,128,1,0.011701,66.0891,5.44259,4.54176,29.5004,70.217,75.3867,0,175.14,302.14,46211072,45448,0
rlnc16,128,160,random,1,101,online,0,128,128,1,0.011701,66.0891,5.44259,4.54176,29.5004,70.217,75.3867,0,179.646,179.646,46211072,45448,0
rlnc16,128,160,random,1,101,online,0.1,128,128,1,0.011701,66.0891,5.44259,4.54176,29.5004,70.217,75.3867,7.05516,169.41,182.11,46211072,45448,0
rlnc16,128,160,random,1,101,online,1,128,128,1,0.011701,66.0891,5.44259,4.54176,29.5004,70.217,75.3867,28.3235,146.854,273.854,46211072,45448,0
rlnc16,128,160,random,1,101,online_eager,0,128,128,1,0.011701,66.0891,5.44259,4.73706,56.5248,4e-05,75.7395,0,137.001,137.001,46211072,45512,0
rlnc16,128,160,random,1,101,online_eager,0.1,128,128,1,0.011701,66.0891,5.44259,4.73706,56.5248,4e-05,75.7395,10.1794,124.796,137.496,46211072,45512,0
rlnc16,128,160,random,1,101,online_eager,1,128,128,1,0.011701,66.0891,5.44259,4.73706,56.5248,4e-05,75.7395,54.7063,77.6375,204.637,46211072,45512,0
rlnc16,128,160,random,1,102,batch,0,128,128,1,0.013765,67.5422,5.41807,4.51213,21.8723,68.3696,73.9635,0,168.718,168.718,46211072,45512,0
rlnc16,128,160,random,1,102,batch,0.1,128,128,1,0.013765,67.5422,5.41807,4.51213,21.8723,68.3696,73.9635,0,164.241,176.941,46211072,45512,0
rlnc16,128,160,random,1,102,batch,1,128,128,1,0.013765,67.5422,5.41807,4.51213,21.8723,68.3696,73.9635,0,164.241,291.241,46211072,45512,0
rlnc16,128,160,random,1,102,online,0,128,128,1,0.013765,67.5422,5.41807,4.51213,21.8723,68.3696,73.9635,0,168.718,168.718,46211072,45512,0
rlnc16,128,160,random,1,102,online,0.1,128,128,1,0.013765,67.5422,5.41807,4.51213,21.8723,68.3696,73.9635,7.08641,158.05,170.75,46211072,45512,0
rlnc16,128,160,random,1,102,online,1,128,128,1,0.013765,67.5422,5.41807,4.51213,21.8723,68.3696,73.9635,20.7864,143.454,270.454,46211072,45512,0
rlnc16,128,160,random,1,102,online_eager,0,128,128,1,0.013765,67.5422,5.41807,4.66048,50.1153,4e-05,77.5915,0,132.367,132.367,46211072,45512,0
rlnc16,128,160,random,1,102,online_eager,0.1,128,128,1,0.013765,67.5422,5.41807,4.66048,50.1153,4e-05,77.5915,10.5288,119.951,132.651,46211072,45512,0
rlnc16,128,160,random,1,102,online_eager,1,128,128,1,0.013765,67.5422,5.41807,4.66048,50.1153,4e-05,77.5915,46.6089,81.2185,208.219,46211072,45512,0
rlnc16,128,160,random,1,103,batch,0,128,128,1,0.011351,66.4683,5.52083,4.57817,30.4154,69.3561,75.5568,0,179.906,179.906,46211072,45512,0
rlnc16,128,160,random,1,103,batch,0.1,128,128,1,0.011351,66.4683,5.52083,4.57817,30.4154,69.3561,75.5568,0,175.371,188.071,46211072,45512,0
rlnc16,128,160,random,1,103,batch,1,128,128,1,0.011351,66.4683,5.52083,4.57817,30.4154,69.3561,75.5568,0,175.371,302.371,46211072,45512,0
rlnc16,128,160,random,1,103,online,0,128,128,1,0.011351,66.4683,5.52083,4.57817,30.4154,69.3561,75.5568,0,179.906,179.906,46211072,45512,0
rlnc16,128,160,random,1,103,online,0.1,128,128,1,0.011351,66.4683,5.52083,4.57817,30.4154,69.3561,75.5568,7.10775,169.629,182.329,46211072,45512,0
rlnc16,128,160,random,1,103,online,1,128,128,1,0.011351,66.4683,5.52083,4.57817,30.4154,69.3561,75.5568,28.6354,146.735,273.735,46211072,45512,0
rlnc16,128,160,random,1,103,online_eager,0,128,128,1,0.011351,66.4683,5.52083,4.67396,63.2599,4e-05,74.5199,0,142.454,142.454,46211072,45616,0
rlnc16,128,160,random,1,103,online_eager,0.1,128,128,1,0.011351,66.4683,5.52083,4.67396,63.2599,4e-05,74.5199,10.1285,130.401,143.101,46211072,45616,0
rlnc16,128,160,random,1,103,online_eager,1,128,128,1,0.011351,66.4683,5.52083,4.67396,63.2599,4e-05,74.5199,60.3764,77.4778,204.478,46211072,45616,0
rs16,128,160,parity_first,1,100,batch,0,128,128,1,2.86679,69.0943,5.89486,6.18943,58.695,131.883,75.4586,0,272.226,272.226,46211072,44832,1
rs16,128,160,parity_first,1,100,batch,0.1,128,128,1,2.86679,69.0943,5.89486,6.18943,58.695,131.883,75.4586,0,266.083,278.783,46211072,44832,1
rs16,128,160,parity_first,1,100,batch,1,128,128,1,2.86679,69.0943,5.89486,6.18943,58.695,131.883,75.4586,0,266.083,393.083,46211072,44832,1
rs16,128,160,parity_first,1,100,online,0,128,128,1,2.86679,69.0943,5.89486,6.18943,58.695,131.883,75.4586,0,272.226,272.226,46211072,44832,1
rs16,128,160,parity_first,1,100,online,0.1,128,128,1,2.86679,69.0943,5.89486,6.18943,58.695,131.883,75.4586,10.827,259.586,272.286,46211072,44832,1
rs16,128,160,parity_first,1,100,online,1,128,128,1,2.86679,69.0943,5.89486,6.18943,58.695,131.883,75.4586,58.1796,207.904,334.904,46211072,44832,1
rs16,128,160,parity_first,1,100,online_eager,0,128,128,1,2.86679,69.0943,5.89486,4.73223,67.8376,4.1e-05,73.9667,0,146.537,146.537,46211072,44984,1
rs16,128,160,parity_first,1,100,online_eager,0.1,128,128,1,2.86679,69.0943,5.89486,4.73223,67.8376,4.1e-05,73.9667,11.734,133.837,146.537,46211072,44984,1
rs16,128,160,parity_first,1,100,online_eager,1,128,128,1,2.86679,69.0943,5.89486,4.73223,67.8376,4.1e-05,73.9667,67.3071,74.5328,201.533,46211072,44984,1
rs16,128,160,parity_first,1,101,batch,0,128,128,1,2.62087,66.8689,5.2018,4.81472,58.3801,132.142,73.5078,0,268.844,268.844,46211072,44984,0
rs16,128,160,parity_first,1,101,batch,0.1,128,128,1,2.62087,66.8689,5.2018,4.81472,58.3801,132.142,73.5078,0,264.068,276.768,46211072,44984,0
rs16,128,160,parity_first,1,101,batch,1,128,128,1,2.62087,66.8689,5.2018,4.81472,58.3801,132.142,73.5078,0,264.068,391.068,46211072,44984,0
rs16,128,160,parity_first,1,101,online,0,128,128,1,2.62087,66.8689,5.2018,4.81472,58.3801,132.142,73.5078,0,268.844,268.844,46211072,44984,0
rs16,128,160,parity_first,1,101,online,0.1,128,128,1,2.62087,66.8689,5.2018,4.81472,58.3801,132.142,73.5078,11.3012,256.239,268.939,46211072,44984,0
rs16,128,160,parity_first,1,101,online,1,128,128,1,2.62087,66.8689,5.2018,4.81472,58.3801,132.142,73.5078,57.8641,206.203,333.203,46211072,44984,0
rs16,128,160,parity_first,1,101,online_eager,0,128,128,1,2.62087,66.8689,5.2018,4.6504,67.6492,4e-05,73.8847,0,146.184,146.184,46211072,45048,0
rs16,128,160,parity_first,1,101,online_eager,0.1,128,128,1,2.62087,66.8689,5.2018,4.6504,67.6492,4e-05,73.8847,11.7524,133.487,146.187,46211072,45048,0
rs16,128,160,parity_first,1,101,online_eager,1,128,128,1,2.62087,66.8689,5.2018,4.6504,67.6492,4e-05,73.8847,67.1238,74.4452,201.445,46211072,45048,0
rs16,128,160,parity_first,1,102,batch,0,128,128,1,2.33698,66.8204,5.4889,4.65283,58.706,129.61,74.2081,0,267.177,267.177,46211072,45048,0
rs16,128,160,parity_first,1,102,batch,0.1,128,128,1,2.33698,66.8204,5.4889,4.65283,58.706,129.61,74.2081,0,262.559,275.259,46211072,45048,0
rs16,128,160,parity_first,1,102,batch,1,128,128,1,2.33698,66.8204,5.4889,4.65283,58.706,129.61,74.2081,0,262.559,389.559,46211072,45048,0
rs16,128,160,parity_first,1,102,online,0,128,128,1,2.33698,66.8204,5.4889,4.65283,58.706,129.61,74.2081,0,267.177,267.177,46211072,45048,0
rs16,128,160,parity_first,1,102,online,0.1,128,128,1,2.33698,66.8204,5.4889,4.65283,58.706,129.61,74.2081,11.3001,254.569,267.269,46211072,45048,0
rs16,128,160,parity_first,1,102,online,1,128,128,1,2.33698,66.8204,5.4889,4.65283,58.706,129.61,74.2081,58.1916,204.368,331.368,46211072,45048,0
rs16,128,160,parity_first,1,102,online_eager,0,128,128,1,2.33698,66.8204,5.4889,4.75822,67.2029,0.000161,76.4682,0,148.43,148.43,46211072,45048,0
rs16,128,160,parity_first,1,102,online_eager,0.1,128,128,1,2.33698,66.8204,5.4889,4.75822,67.2029,0.000161,76.4682,11.7414,135.73,148.43,46211072,45048,0
rs16,128,160,parity_first,1,102,online_eager,1,128,128,1,2.33698,66.8204,5.4889,4.75822,67.2029,0.000161,76.4682,66.6728,77.0386,204.039,46211072,45048,0
rs16,128,160,parity_first,1,103,batch,0,128,128,1,2.23216,67.3189,5.28951,4.6984,59.5649,130.048,75.0485,0,269.36,269.36,46211072,45048,0
rs16,128,160,parity_first,1,103,batch,0.1,128,128,1,2.23216,67.3189,5.28951,4.6984,59.5649,130.048,75.0485,0,264.696,277.396,46211072,45048,0
rs16,128,160,parity_first,1,103,batch,1,128,128,1,2.23216,67.3189,5.28951,4.6984,59.5649,130.048,75.0485,0,264.696,391.696,46211072,45048,0
rs16,128,160,parity_first,1,103,online,0,128,128,1,2.23216,67.3189,5.28951,4.6984,59.5649,130.048,75.0485,0,269.36,269.36,46211072,45048,0
rs16,128,160,parity_first,1,103,online,0.1,128,128,1,2.23216,67.3189,5.28951,4.6984,59.5649,130.048,75.0485,11.2925,256.739,269.439,46211072,45048,0
rs16,128,160,parity_first,1,103,online,1,128,128,1,2.23216,67.3189,5.28951,4.6984,59.5649,130.048,75.0485,59.0512,205.645,332.645,46211072,45048,0
rs16,128,160,parity_first,1,103,online_eager,0,128,128,1,2.23216,67.3189,5.28951,4.79838,67.2268,0.000161,74.7751,0,146.8,146.8,46211072,45048,0
rs16,128,160,parity_first,1,103,online_eager,0.1,128,128,1,2.23216,67.3189,5.28951,4.79838,67.2268,0.000161,74.7751,11.721,134.105,146.805,46211072,45048,0
rs16,128,160,parity_first,1,103,online_eager,1,128,128,1,2.23216,67.3189,5.28951,4.79838,67.2268,0.000161,74.7751,66.6917,75.3508,202.351,46211072,45048,0
rlnc16,128,160,parity_first,1,100,batch,0,128,128,1,0.023474,73.3819,5.93253,6.10529,58.7304,132.758,79.4373,0,277.031,277.031,46211072,44748,1
rlnc16,128,160,parity_first,1,100,batch,0.1,128,128,1,0.023474,73.3819,5.93253,6.10529,58.7304,132.758,79.4373,0,270.971,283.671,46211072,44748,1
rlnc16,128,160,parity_first,1,100,batch,1,128,128,1,0.023474,73.3819,5.93253,6.10529,58.7304,132.758,79.4373,0,270.971,397.971,46211072,44748,1
rlnc16,128,160,parity_first,1,100,online,0,128,128,1,0.023474,73.3819,5.93253,6.10529,58.7304,132.758,79.4373,0,277.031,277.031,46211072,44748,1
rlnc16,128,160,parity_first,1,100,online,0.1,128,128,1,0.023474,73.3819,5.93253,6.10529,58.7304,132.758,79.4373,10.9853,264.399,277.099,46211072,44748,1
rlnc16,128,160,parity_first,1,100,online,1,128,128,1,0.023474,73.3819,5.93253,6.10529,58.7304,132.758,79.4373,58.2067,212.764,339.764,46211072,44748,1
rlnc16,128,160,parity_first,1,100,online_eager,0,128,128,1,0.023474,73.3819,5.93253,4.88038,68.0479,6e-05,74.5812,0,147.51,147.51,46211072,44748,1
rlnc16,128,160,parity_first,1,100,online_eager,0.1,128,128,1,0.023474,73.3819,5.93253,4.88038,68.0479,6e-05,74.5812,11.6936,134.81,147.51,46211072,44748,1
rlnc16,128,160,parity_first,1,100,online_eager,1,128,128,1,0.023474,73.3819,5.93253,4.88038,68.0479,6e-05,74.5812,67.5118,75.1581,202.158,46211072,44748,1
rlnc16,128,160,parity_first,1,101,batch,0,128,128,1,0.01069,67.7146,5.56151,4.77687,58.4086,131.256,75.288,0,269.729,269.729,46211072,44748,0
rlnc16,128,160,parity_first,1,101,batch,0.1,128,128,1,0.01069,67.7146,5.56151,4.77687,58.4086,131.256,75.288,0,264.987,277.687,46211072,44748,0
rlnc16,128,160,parity_first,1,101,batch,1,128,128,1,0.01069,67.7146,5.56151,4.77687,58.4086,131.256,75.288,0,264.987,391.987,46211072,44748,0
rlnc16,128,160,parity_first,1,101,online,0,128,128,1,0.01069,67.7146,5.56151,4.77687,58.4086,131.256,75.288,0,269.729,269.729,46211072,44748,0
rlnc16,128,160,parity_first,1,101,online,0.1,128,128,1,0.01069,67.7146,5.56151,4.77687,58.4086,131.256,75.288,11.2669,257.116,269.816,46211072,44748,0
rlnc16,128,160,parity_first,1,101,online,1,128,128,1,0.01069,67.7146,5.56151,4.77687,58.4086,131.256,75.288,57.8854,207.102,334.102,46211072,44748,0
rlnc16,128,160,parity_first,1,101,online_eager,0,128,128,1,0.01069,67.7146,5.56151,4.72354,67.988,0.00013,73.5645,0,146.276,146.276,46211072,44812,0
rlnc16,128,160,parity_first,1,101,online_eager,0.1,128,128,1,0.01069,67.7146,5.56151,4.72354,67.988,0.00013,73.5645,11.7648,133.577,146.277,46211072,44812,0
rlnc16,128,160,parity_first,1,101,online_eager,1,128,128,1,0.01069,67.7146,5.56151,4.72354,67.988,0.00013,73.5645,67.4472,74.1413,201.141,46211072,44812,0
rlnc16,128,160,parity_first,1,102,batch,0,128,128,1,0.016241,68.3046,5.55214,4.72266,58.1534,131.629,77.1544,0,271.66,271.66,46211072,45004,0
rlnc16,128,160,parity_first,1,102,batch,0.1,128,128,1,0.016241,68.3046,5.55214,4.72266,58.1534,131.629,77.1544,0,266.977,279.677,46211072,45004,0
rlnc16,128,160,parity_first,1,102,batch,1,128,128,1,0.016241,68.3046,5.55214,4.72266,58.1534,131.629,77.1544,0,266.977,393.977,46211072,45004,0
rlnc16,128,160,parity_first,1,102,online,0,128,128,1,0.016241,68.3046,5.55214,4.72266,58.1534,131.629,77.1544,0,271.66,271.66,46211072,45004,0
rlnc16,128,160,parity_first,1,102,online,0.1,128,128,1,0.016241,68.3046,5.55214,4.72266,58.1534,131.629,77.1544,11.298,259.048,271.748,46211072,45004,0
rlnc16,128,160,parity_first,1,102,online,1,128,128,1,0.016241,68.3046,5.55214,4.72266,58.1534,131.629,77.1544,57.6457,209.332,336.332,46211072,45004,0
rlnc16,128,160,parity_first,1,102,online_eager,0,128,128,1,0.016241,68.3046,5.55214,4.74375,68.5591,0.00023,77.2677,0,150.571,150.571,46211072,45048,0
rlnc16,128,160,parity_first,1,102,online_eager,0.1,128,128,1,0.016241,68.3046,5.55214,4.74375,68.5591,0.00023,77.2677,11.7546,137.872,150.572,46211072,45048,0
rlnc16,128,160,parity_first,1,102,online_eager,1,128,128,1,0.016241,68.3046,5.55214,4.74375,68.5591,0.00023,77.2677,68.031,77.8309,204.831,46211072,45048,0
rlnc16,128,160,parity_first,1,103,batch,0,128,128,1,0.015159,68.1925,5.24651,4.92719,58.9321,132.184,75.3274,0,271.37,271.37,46211072,45208,0
rlnc16,128,160,parity_first,1,103,batch,0.1,128,128,1,0.015159,68.1925,5.24651,4.92719,58.9321,132.184,75.3274,0,266.487,279.187,46211072,45208,0
rlnc16,128,160,parity_first,1,103,batch,1,128,128,1,0.015159,68.1925,5.24651,4.92719,58.9321,132.184,75.3274,0,266.487,393.487,46211072,45208,0
rlnc16,128,160,parity_first,1,103,online,0,128,128,1,0.015159,68.1925,5.24651,4.92719,58.9321,132.184,75.3274,0,271.37,271.37,46211072,45208,0
rlnc16,128,160,parity_first,1,103,online,0.1,128,128,1,0.015159,68.1925,5.24651,4.92719,58.9321,132.184,75.3274,11.2855,258.765,271.465,46211072,45208,0
rlnc16,128,160,parity_first,1,103,online,1,128,128,1,0.015159,68.1925,5.24651,4.92719,58.9321,132.184,75.3274,58.4104,208.077,335.077,46211072,45208,0
rlnc16,128,160,parity_first,1,103,online_eager,0,128,128,1,0.015159,68.1925,5.24651,4.7823,67.8714,0.000321,75.6746,0,148.329,148.329,46211072,45272,0
rlnc16,128,160,parity_first,1,103,online_eager,0.1,128,128,1,0.015159,68.1925,5.24651,4.7823,67.8714,0.000321,75.6746,11.7461,135.63,148.33,46211072,45272,0
rlnc16,128,160,parity_first,1,103,online_eager,1,128,128,1,0.015159,68.1925,5.24651,4.7823,67.8714,0.000321,75.6746,67.3311,76.2524,203.252,46211072,45272,0
rs16,128,160,withheld,1,100,batch,0,128,128,1,2.41613,68.8567,6.28353,5.724,8.62599,58.6747,76.0476,0,149.072,149.072,46211072,44960,1
rs16,128,160,withheld,1,100,batch,0.1,128,128,1,2.41613,68.8567,6.28353,5.724,8.62599,58.6747,76.0476,0,143.392,156.092,46211072,44960,1
rs16,128,160,withheld,1,100,batch,1,128,128,1,2.41613,68.8567,6.28353,5.724,8.62599,58.6747,76.0476,0,143.392,270.392,46211072,44960,1
rs16,128,160,withheld,1,100,online,0,128,128,1,2.41613,68.8567,6.28353,5.724,8.62599,58.6747,76.0476,0,149.072,149.072,46211072,44960,1
rs16,128,160,withheld,1,100,online,0.1,128,128,1,2.41613,68.8567,6.28353,5.724,8.62599,58.6747,76.0476,2.41115,141.609,154.309,46211072,44960,1
rs16,128,160,withheld,1,100,online,1,128,128,1,2.41613,68.8567,6.28353,5.724,8.62599,58.6747,76.0476,8.12016,135.272,262.272,46211072,44960,1
rs16,128,160,withheld,1,100,online_eager,0,128,128,1,2.41613,68.8567,6.28353,4.57251,66.7192,4e-05,73.993,0,145.285,145.285,46211072,45004,1
rs16,128,160,withheld,1,100,online_eager,0.1,128,128,1,2.41613,68.8567,6.28353,4.57251,66.7192,4e-05,73.993,3.14288,138.732,151.432,46211072,45004,1
rs16,128,160,withheld,1,100,online_eager,1,128,128,1,2.41613,68.8567,6.28353,4.57251,66.7192,4e-05,73.993,30.4941,110.832,237.832,46211072,45004,1
rs16,128,160,withheld,1,101,batch,0,128,128,1,2.60715,66.5753,5.49632,4.72538,10.4805,57.4572,74.8325,0,147.496,147.496,46211072,45004,0
rs16,128,160,withheld,1,101,batch,0.1,128,128,1,2.60715,66.5753,5.49632,4.72538,10.4805,57.4572,74.8325,0,142.805,155.505,46211072,45004,0
rs16,128,160,withheld,1,101,batch,1,128,128,1,2.60715,66.5753,5.49632,4.72538,10.4805,57.4572,74.8325,0,142.805,269.805,46211072,45004,0
rs16,128,160,withheld,1,101,online,0,128,128,1,2.60715,66.5753,5.49632,4.72538,10.4805,57.4572,74.8325,0,147.496,147.496,46211072,45004,0
rs16,128,160,withheld,1,101,online,0.1,128,128,1,2.60715,66.5753,5.49632,4.72538,10.4805,57.4572,74.8325,2.53896,140.785,153.485,46211072,45004,0
rs16,128,160,withheld,1,101,online,1,128,128,1,2.60715,66.5753,5.49632,4.72538,10.4805,57.4572,74.8325,9.97438,132.831,259.831,46211072,45004,0
rs16,128,160,withheld,1,101,online_eager,0,128,128,1,2.60715,66.5753,5.49632,4.5481,66.4018,0.00028,86.0644,0,157.015,157.015,46211072,45004,0
rs16,128,160,withheld,1,101,online_eager,0.1,128,128,1,2.60715,66.5753,5.49632,4.5481,66.4018,0.00028,86.0644,3.14261,150.502,163.202,46211072,45004,0
rs16,128,160,withheld,1,101,online_eager,1,128,128,1,2.60715,66.5753,5.49632,4.5481,66.4018,0.00028,86.0644,30.4872,122.602,249.602,46211072,45004,0
rs16,128,160,withheld,1,102,batch,0,128,128,1,2.61319,67.5851,5.49565,4.92123,8.72458,58.2431,76.2809,0,148.17,148.17,46211072,45004,0
rs16,128,160,withheld,1,102,batch,0.1,128,128,1,2.61319,67.5851,5.49565,4.92123,8.72458,58.2431,76.2809,0,143.286,155.986,46211072,45004,0
rs16,128,160,withheld,1,102,batch,1,128,128,1,2.61319,67.5851,5.49565,4.92123,8.72458,58.2431,76.2809,0,143.286,270.286,46211072,45004,0
rs16,128,160,withheld,1,102,online,0,128,128,1,2.61319,67.5851,5.49565,4.92123,8.72458,58.2431,76.2809,0,148.17,148.17,46211072,45004,0
rs16,128,160,withheld,1,102,online,0.1,128,128,1,2.61319,67.5851,5.49565,4.92123,8.72458,58.2431,76.2809,2.53134,141.282,153.982,46211072,45004,0
rs16,128,160,withheld,1,102,online,1,128,128,1,2.61319,67.5851,5.49565,4.92123,8.72458,58.2431,76.2809,8.2085,135.077,262.077,46211072,45004,0
rs16,128,160,withheld,1,102,online_eager,0,128,128,1,2.61319,67.5851,5.49565,4.56405,67.5524,4e-05,75.8514,0,147.968,147.968,46211072,45004,0
rs16,128,160,withheld,1,102,online_eager,0.1,128,128,1,2.61319,67.5851,5.49565,4.56405,67.5524,4e-05,75.8514,3.14202,141.391,154.091,46211072,45004,0
rs16,128,160,withheld,1,102,online_eager,1,128,128,1,2.61319,67.5851,5.49565,4.56405,67.5524,4e-05,75.8514,30.4829,113.491,240.491,46211072,45004,0
rs16,128,160,withheld,1,103,batch,0,128,128,1,2.19368,67.5043,5.2909,4.61383,8.67666,57.8211,75.733,0,146.845,146.845,46211072,45004,0
rs16,128,160,withheld,1,103,batch,0.1,128,128,1,2.19368,67.5043,5.2909,4.61383,8.67666,57.8211,75.733,0,142.266,154.966,46211072,45004,0
rs16,128,160,withheld,1,103,batch,1,128,128,1,2.19368,67.5043,5.2909,4.61383,8.67666,57.8211,75.733,0,142.266,269.266,46211072,45004,0
rs16,128,160,withheld,1,103,online,0,128,128,1,2.19368,67.5043,5.2909,4.61383,8.67666,57.8211,75.733,0,146.845,146.845,46211072,45004,0
rs16,128,160,withheld,1,103,online,0.1,128,128,1,2.19368,67.5043,5.2909,4.61383,8.67666,57.8211,75.733,2.56744,140.202,152.902,46211072,45004,0
rs16,128,160,withheld,1,103,online,1,128,128,1,2.19368,67.5043,5.2909,4.61383,8.67666,57.8211,75.733,8.1528,134.114,261.114,46211072,45004,0
rs16,128,160,withheld,1,103,online_eager,0,128,128,1,2.19368,67.5043,5.2909,4.54717,66.9793,4e-05,75.6982,0,147.225,147.225,46211072,45004,0
rs16,128,160,withheld,1,103,online_eager,0.1,128,128,1,2.19368,67.5043,5.2909,4.54717,66.9793,4e-05,75.6982,3.14247,140.716,153.416,46211072,45004,0
rs16,128,160,withheld,1,103,online_eager,1,128,128,1,2.19368,67.5043,5.2909,4.54717,66.9793,4e-05,75.6982,30.4687,112.816,239.816,46211072,45004,0
rlnc16,128,160,withheld,1,100,batch,0,128,128,1,0.010439,68.6686,6.16423,6.02895,8.60979,59.4104,75.1141,0,149.163,149.163,46211072,45228,1
rlnc16,128,160,withheld,1,100,batch,0.1,128,128,1,0.010439,68.6686,6.16423,6.02895,8.60979,59.4104,75.1141,0,143.181,155.881,46211072,45228,1
rlnc16,128,160,withheld,1,100,batch,1,128,128,1,0.010439,68.6686,6.16423,6.02895,8.60979,59.4104,75.1141,0,143.181,270.181,46211072,45228,1
rlnc16,128,160,withheld,1,100,online,0,128,128,1,0.010439,68.6686,6.16423,6.02895,8.60979,59.4104,75.1141,0,149.163,149.163,46211072,45228,1
rlnc16,128,160,withheld,1,100,online,0.1,128,128,1,0.010439,68.6686,6.16423,6.02895,8.60979,59.4104,75.1141,2.41373,141.412,154.112,46211072,45228,1
rlnc16,128,160,withheld,1,100,online,1,128,128,1,0.010439,68.6686,6.16423,6.02895,8.60979,59.4104,75.1141,8.09745,135.084,262.084,46211072,45228,1
rlnc16,128,160,withheld,1,100,online_eager,0,128,128,1,0.010439,68.6686,6.16423,4.77309,89.5944,4e-05,74.4153,0,168.783,168.783,46211072,45328,1
rlnc16,128,160,withheld,1,100,online_eager,0.1,128,128,1,0.010439,68.6686,6.16423,4.77309,89.5944,4e-05,74.4153,3.1745,162.25,174.95,46211072,45328,1
rlnc16,128,160,withheld,1,100,online_eager,1,128,128,1,0.010439,68.6686,6.16423,4.77309,89.5944,4e-05,74.4153,30.525,134.35,261.35,46211072,45328,1
rlnc16,128,160,withheld,1,101,batch,0,128,128,1,0.011833,66.6205,5.49872,5.12899,9.50332,57.1156,75.0098,0,146.758,146.758,46211072,45328,0
rlnc16,128,160,withheld,1,101,batch,0.1,128,128,1,0.011833,66.6205,5.49872,5.12899,9.50332,57.1156,75.0098,0,141.663,154.363,46211072,45328,0
rlnc16,128,160,withheld,1,101,batch,1,128,128,1,0.011833,66.6205,5.49872,5.12899,9.50332,57.1156,75.0098,0,141.663,268.663,46211072,45328,0
rlnc16,128,160,withheld,1,101,online,0,128,128,1,0.011833,66.6205,5.49872,5.12899,9.50332,57.1156,75.0098,0,146.758,146.758,46211072,45328,0
rlnc16,128,160,withheld,1,101,online,0.1,128,128,1,0.011833,66.6205,5.49872,5.12899,9.50332,57.1156,75.0098,2.58242,139.658,152.358,46211072,45328,0
rlnc16,128,160,withheld,1,101,online,1,128,128,1,0.011833,66.6205,5.49872,5.12899,9.50332,57.1156,75.0098,9.0009,132.663,259.663,46211072,45328,0
rlnc16,128,160,withheld,1,101,online_eager,0,128,128,1,0.011833,66.6205,5.49872,4.46806,65.9035,2e-05,75.4629,0,145.834,145.834,46211072,45328,0
rlnc16,128,160,withheld,1,101,online_eager,0.1,128,128,1,0.011833,66.6205,5.49872,4.46806,65.9035,2e-05,75.4629,3.16682,139.305,152.005,46211072,45328,0
rlnc16,128,160,withheld,1,101,online_eager,1,128,128,1,0.011833,66.6205,5.49872,4.46806,65.9035,2e-05,75.4629,30.5399,111.405,238.405,46211072,45328,0
rlnc16,128,160,withheld,1,102,batch,0,128,128,1,0.013325,66.2798,5.38629,4.50803,8.62256,57.8683,75.1743,0,146.173,146.173,46211072,45440,0
rlnc16,128,160,withheld,1,102,batch,0.1,128,128,1,0.013325,66.2798,5.38629,4.50803,8.62256,57.8683,75.1743,0,141.701,154.401,46211072,45440,0
rlnc16,128,160,withheld,1,102,batch,1,128,128,1,0.013325,66.2798,5.38629,4.50803,8.62256,57.8683,75.1743,0,141.701,268.701,46211072,45440,0
rlnc16,128,160,withheld,1,102,online,0,128,128,1,0.013325,66.2798,5.38629,4.50803,8.62256,57.8683,75.1743,0,146.173,146.173,46211072,45440,0
rlnc16,128,160,withheld,1,102,online,0.1,128,128,1,0.013325,66.2798,5.38629,4.50803,8.62256,57.8683,75.1743,2.56156,139.635,152.335,46211072,45440,0
rlnc16,128,160,withheld,1,102,online,1,128,128,1,0.013325,66.2798,5.38629,4.50803,8.62256,57.8683,75.1743,8.11896,133.582,260.582,46211072,45440,0
rlnc16,128,160,withheld,1,102,online_eager,0,128,128,1,0.013325,66.2798,5.38629,4.54285,66.2415,3e-05,74.8444,0,145.629,145.629,46211072,45472,0
rlnc16,128,160,withheld,1,102,online_eager,0.1,128,128,1,0.013325,66.2798,5.38629,4.54285,66.2415,3e-05,74.8444,3.19269,139.052,151.752,46211072,45472,0
rlnc16,128,160,withheld,1,102,online_eager,1,128,128,1,0.013325,66.2798,5.38629,4.54285,66.2415,3e-05,74.8444,30.5463,111.152,238.152,46211072,45472,0
rlnc16,128,160,withheld,1,103,batch,0,128,128,1,0.01041,67.1397,5.27354,4.6724,9.45443,58.8987,75.7971,0,148.823,148.823,46211072,45664,0
rlnc16,128,160,withheld,1,103,batch,0.1,128,128,1,0.01041,67.1397,5.27354,4.6724,9.45443,58.8987,75.7971,0,144.185,156.885,46211072,45664,0
rlnc16,128,160,withheld,1,103,batch,1,128,128,1,0.01041,67.1397,5.27354,4.6724,9.45443,58.8987,75.7971,0,144.185,271.185,46211072,45664,0
rlnc16,128,160,withheld,1,103,online,0,128,128,1,0.01041,67.1397,5.27354,4.6724,9.45443,58.8987,75.7971,0,148.823,148.823,46211072,45664,0
